masur1101,SATARA-KARAHAD-GP-masur1101
mervewadi1101,SATARA-KARAHAD-GP-mervewadi1101
mhasoli1101,SATARA-KARAHAD-GP-mhasoli1101
mhopre1101,SATARA-KARAHAD-GP-mhopre1101
munawale1101,SATARA-KARAHAD-GP-munawale1101
mundhe1101,SATARA-KARAHAD-GP-mundhe1101
nadashi1101,SATARA-KARAHAD-GP-nadashi1101
nandalapur1101,SATARA-KARAHAD-GP-nandalapur1101
nandgaon1101,SATARA-KARAHAD-GP-nandgaon1101
narayanwadi1101,SATARA-KARAHAD-GP-narayanwadi1101
nigadi1101,SATARA-KARAHAD-GP-nigadi1101
ond1101,SATARA-KARAHAD-GP-ond1101
ondoshi1101,SATARA-KARAHAD-GP-ondoshi1101
pachputewadi1101,SATARA-KARAHAD-GP-pachputewadi1101
pachund1101,SATARA-KARAHAD-GP-pachund1101
padali.kese1101,SATARA-KARAHAD-GP-padali.kese1101
padli.helgaon1101,SATARA-KARAHAD-GP-padli.helgaon1101
pal1101,SATARA-KARAHAD-GP-pal1101
parle1101,SATARA-KARAHAD-GP-parle1101
pashchimsupane1101,SATARA-KARAHAD-GP-pashchimsupane1101
pawarwadi1101,SATARA-KARAHAD-GP-pawarwadi1101
perle1101,SATARA-KARAHAD-GP-perle1101
pimpari1101,SATARA-KARAHAD-GP-pimpari1101
potale1101,SATARA-KARAHAD-GP-potale1101
rajmachi1101,SATARA-KARAHAD-GP-rajmachi1101
rethare.bk.1101,SATARA-KARAHAD-GP-rethare.bk.1101
rethare.kh.1101,SATARA-KARAHAD-GP-rethare.kh.1101
riswad1101,SATARA-KARAHAD-GP-riswad1101
sabalewadi1101,SATARA-KARAHAD-GP-sabalewadi1101
saidapur1101,SATARA-KARAHAD-GP-saidapur1101
sajur1101,SATARA-KARAHAD-GP-sajur1101
sakurdi1101,SATARA-KARAHAD-GP-sakurdi1101
salshirambe1101,SATARA-KARAHAD-GP-salshirambe1101
sanjaynagar.kale1101,SATARA-KARAHAD-GP-sanjaynagar.kale1101
savade1101,SATARA-KARAHAD-GP-savade1101
savarghar1101,SATARA-KARAHAD-GP-savarghar1101
sayapur1101,SATARA-KARAHAD-GP-sayapur1101
shahapur1101,SATARA-KARAHAD-GP-shahapur1101
shamgaon1101,SATARA-KARAHAD-GP-shamgaon1101
shelakewadi1101,SATARA-KARAHAD-GP-shelakewadi1101
shelakewadi1101,SATARA-KARAHAD-GP-shelakewadi1101
shenoli1101,SATARA-KARAHAD-GP-shenoli1101
shere1101,SATARA-KARAHAD-GP-shere1101
shevalwadi.mhasoli1101,SATARA-KARAHAD-GP-shevalwadi.mhasoli1101
shevalwadi.undale1101,SATARA-KARAHAD-GP-shevalwadi.undale1101
shindewadi.wing1101,SATARA-KARAHAD-GP-shindewadi.wing1101
shinganwadi1101,SATARA-KARAHAD-GP-shinganwadi1101
shirgaon1101,SATARA-KARAHAD-GP-shirgaon1101
shirvade1101,SATARA-KARAHAD-GP-shirvade1101
shitalwadi1101,SATARA-KARAHAD-GP-shitalwadi1101
shivade1101,SATARA-KARAHAD-GP-shivade1101
supane1101,SATARA-KARAHAD-GP-supane1101
surli1101,SATARA-KARAHAD-GP-surli1101
talbid1101,SATARA-KARAHAD-GP-talbid1101
talgaon1101,SATARA-KARAHAD-GP-talgaon1101
tambave1101,SATARA-KARAHAD-GP-tambave1101
tarukh1101,SATARA-KARAHAD-GP-tarukh1101
tasavade1101,SATARA-KARAHAD-GP-tasavade1101
tembhu1101,SATARA-KARAHAD-GP-tembhu1101
tulsan1101,SATARA-KARAHAD-GP-tulsan1101
umbraj1101,SATARA-KARAHAD-GP-umbraj1101
undale1101,SATARA-KARAHAD-GP-undale1101
uttarkoparde1101,SATARA-KARAHAD-GP-uttarkoparde1101
uttartambave1101,SATARA-KARAHAD-GP-uttartambave1101
vadolinileshwar1101,SATARA-KARAHAD-GP-vadolinileshwar1101
vanarwadi1101,SATARA-KARAHAD-GP-vanarwadi1101
vanavasmachi.s.gad1101,SATARA-KARAHAD-GP-vanavasmachi.s.gad1101
vanvasmachi.khodashi1101,SATARA-KARAHAD-GP-vanvasmachi.khodashi1101
varade1101,SATARA-KARAHAD-GP-varade1101
vasantgad1101,SATARA-KARAHAD-GP-vasantgad1101
vasti.sakurdi1101,SATARA-KARAHAD-GP-vasti.sakurdi1101
vijaynagar1101,SATARA-KARAHAD-GP-vijaynagar1101
virvade1101,SATARA-KARAHAD-GP-virvade1101
vitthalwadi1101,SATARA-KARAHAD-GP-vitthalwadi1101
wadgaonhaveli1101,SATARA-KARAHAD-GP-wadgaonhaveli1101
wadgaon.umbraj1101,SATARA-KARAHAD-GP-wadgaon.umbraj1101
wagheri1101,SATARA-KARAHAD-GP-wagheri1101
wagheshwar1101,SATARA-KARAHAD-GP-wagheshwar1101
wahagaon1101,SATARA-KARAHAD-GP-wahagaon1101
wanyachiwadi1101,SATARA-KARAHAD-GP-wanyachiwadi1101
warunji1101,SATARA-KARAHAD-GP-warunji1101
wathar1101,SATARA-KARAHAD-GP-wathar1101
wing1101,SATARA-KARAHAD-GP-wing1101
yadavwadi1101,SATARA-KARAHAD-GP-yadavwadi1101
yelgaon1101,SATARA-KARAHAD-GP-yelgaon1101
yenake1101,SATARA-KARAHAD-GP-yenake1101
yenape1101,SATARA-KARAHAD-GP-yenape1101
yeravale1101,SATARA-KARAHAD-GP-yeravale1101
yeshwantnagar1101,SATARA-KARAHAD-GP-yeshwantnagar1101
yevati1101,SATARA-KARAHAD-GP-yevati1101
vadoli.bhikeshwar1101,SATARA-KARAHAD-GP-vadoli.bhikeshwar1101
koparde.haveli1101,SATARA-KARAHAD-GP-koparde.haveli1101
koyana.vasahat1101,SATARA-KARAHAD-GP-koyana.vasahat1101
nanegaon1101,SATARA-KARAHAD-GP-nanegaon1101
karanjoshi1101,SATARA-KARAHAD-GP-karanjoshi1101
ahire1102,SATARA-KHANDALA-GP-ahire1102
morve1102,SATARA-KHANDALA-GP-morve1102
andori1102,SATARA-KHANDALA-GP-andori1102
karadwadi1102,SATARA-KHANDALA-GP-karadwadi1102
waghoshi1102,SATARA-KHANDALA-GP-waghoshi1102
padegaon1102,SATARA-KHANDALA-GP-padegaon1102
balupatilachiwadi1102,SATARA-KHANDALA-GP-balupatilachiwadi1102
bavda1102,SATARA-KHANDALA-GP-bavda1102
pimpre.bk1102,SATARA-KHANDALA-GP-pimpre.bk1102
bavkalwadi1102,SATARA-KHANDALA-GP-bavkalwadi1102
mariaaichiwadi1102,SATARA-KHANDALA-GP-mariaaichiwadi1102
shivajinagar1102,SATARA-KHANDALA-GP-shivajinagar1102
bhadwade1102,SATARA-KHANDALA-GP-bhadwade1102
bhade1102,SATARA-KHANDALA-GP-bhade1102
bholi1102,SATARA-KHANDALA-GP-bholi1102
shekhmirwadi1102,SATARA-KHANDALA-GP-shekhmirwadi1102
bori1102,SATARA-KHANDALA-GP-bori1102
sukhed1102,SATARA-KHANDALA-GP-sukhed1102
dhawadwadi1102,SATARA-KHANDALA-GP-dhawadwadi1102
ghatdare1102,SATARA-KHANDALA-GP-ghatdare1102
harli1102,SATARA-KHANDALA-GP-harli1102
koparde1102,SATARA-KHANDALA-GP-koparde1102
nimbodi1102,SATARA-KHANDALA-GP-nimbodi1102
khed.bk1102,SATARA-KHANDALA-GP-khed.bk1102
lonand1102,SATARA-KHANDALA-GP-lonand1102
loni1102,SATARA-KHANDALA-GP-loni1102
tondal1102,SATARA-KHANDALA-GP-tondal1102
padli1102,SATARA-KHANDALA-GP-padli1102
wathar.bk1102,SATARA-KHANDALA-GP-wathar.bk1102
shedagewadi1102,SATARA-KHANDALA-GP-shedagewadi1102
golegaon1102,SATARA-KHANDALA-GP-golegaon1102
dapakeghar1102,SATARA-KHANDALA-GP-dapakeghar1102
ajnuj1102,SATARA-KHANDALA-GP-ajnuj1102
ambarwadi1102,SATARA-KHANDALA-GP-ambarwadi1102
aswali1102,SATARA-KHANDALA-GP-aswali1102
atit1102,SATARA-KHANDALA-GP-atit1102
mirje1102,SATARA-KHANDALA-GP-mirje1102
bhatghar1102,SATARA-KHANDALA-GP-bhatghar1102
kanhwadi1102,SATARA-KHANDALA-GP-kanhwadi1102
dhangarwadi1102,SATARA-KHANDALA-GP-dhangarwadi1102
pisalwadi1102,SATARA-KHANDALA-GP-pisalwadi1102
shindewadi1102,SATARA-KHANDALA-GP-shindewadi1102
ghadagewadi1102,SATARA-KHANDALA-GP-ghadagewadi1102
karnwadi1102,SATARA-KHANDALA-GP-karnwadi1102
limbachiwadi1102,SATARA-KHANDALA-GP-limbachiwadi1102
zagalwadi1102,SATARA-KHANDALA-GP-zagalwadi1102
guthalwadi1102,SATARA-KHANDALA-GP-guthalwadi1102
rajewadi1102,SATARA-KHANDALA-GP-rajewadi1102
wing1102,SATARA-KHANDALA-GP-wing1102
jawale1102,SATARA-KHANDALA-GP-jawale1102
kavthe1102,SATARA-KHANDALA-GP-kavthe1102
kanheri1102,SATARA-KHANDALA-GP-kanheri1102
lohom1102,SATARA-KHANDALA-GP-lohom1102
kesurdi1102,SATARA-KHANDALA-GP-kesurdi1102
naigaon1102,SATARA-KHANDALA-GP-naigaon1102
khandala1102,SATARA-KHANDALA-GP-khandala1102
mhavshi1102,SATARA-KHANDALA-GP-mhavshi1102
shirwal1102,SATARA-KHANDALA-GP-shirwal1102
palshi1102,SATARA-KHANDALA-GP-palshi1102
vadgaon1102,SATARA-KHANDALA-GP-vadgaon1102
sangvi1102,SATARA-KHANDALA-GP-sangvi1102
pargaon1102,SATARA-KHANDALA-GP-pargaon1102
vanyahiwadi1102,SATARA-KHANDALA-GP-vanyahiwadi1102
salav1102,SATARA-KHANDALA-GP-salav1102
devghar1102,SATARA-KHANDALA-GP-devghar1102
ambavade1103,SATARA-KHATAV-GP-ambavade1103
ambheri1103,SATARA-KHATAV-GP-ambheri1103
anpatwadi1103,SATARA-KHATAV-GP-anpatwadi1103
anphale1103,SATARA-KHATAV-GP-anphale1103
aundh1103,SATARA-KHATAV-GP-aundh1103
banpuri1103,SATARA-KHATAV-GP-banpuri1103
bhandewadi1103,SATARA-KHATAV-GP-bhandewadi1103
bhosare1103,SATARA-KHATAV-GP-bhosare1103
bhurakavadi1103,SATARA-KHATAV-GP-bhurakavadi1103
bhushangad1103,SATARA-KHATAV-GP-bhushangad1103
bombale1103,SATARA-KHATAV-GP-bombale1103
budh1103,SATARA-KHATAV-GP-budh1103
chinchani1103,SATARA-KHATAV-GP-chinchani1103
chitali1103,SATARA-KHATAV-GP-chitali1103
chorade1103,SATARA-KHATAV-GP-chorade1103
dahiwad1103,SATARA-KHATAV-GP-dahiwad1103
dalmodi1103,SATARA-KHATAV-GP-dalmodi1103
dambhewadi1103,SATARA-KHATAV-GP-dambhewadi1103
darajai1103,SATARA-KHATAV-GP-darajai1103
daruj1103,SATARA-KHATAV-GP-daruj1103
datewadi1103,SATARA-KHATAV-GP-datewadi1103
dhakatwadi1103,SATARA-KHATAV-GP-dhakatwadi1103
dharpudi1103,SATARA-KHATAV-GP-dharpudi1103
dhokalwadi1103,SATARA-KHATAV-GP-dhokalwadi1103
dhondewadi1103,SATARA-KHATAV-GP-dhondewadi1103
diskal1103,SATARA-KHATAV-GP-diskal1103
enkul1103,SATARA-KHATAV-GP-enkul1103
gadewadi1103,SATARA-KHATAV-GP-gadewadi1103
ganeshwadi1103,SATARA-KHATAV-GP-ganeshwadi1103
garalewadi1103,SATARA-KHATAV-GP-garalewadi1103
garavadi1103,SATARA-KHATAV-GP-garavadi1103
garudi1103,SATARA-KHATAV-GP-garudi1103
girijashankarwadi1103,SATARA-KHATAV-GP-girijashankarwadi1103
gopuj1103,SATARA-KHATAV-GP-gopuj1103
goregaon.nim1103,SATARA-KHATAV-GP-goregaon.nim1103
goregaon.wangi1103,SATARA-KHATAV-GP-goregaon.wangi1103
gosavyachiwadi1103,SATARA-KHATAV-GP-gosavyachiwadi1103
gundewadi1103,SATARA-KHATAV-GP-gundewadi1103
gursale1103,SATARA-KHATAV-GP-gursale1103
hingane1103,SATARA-KHATAV-GP-hingane1103
hiwarwadi1103,SATARA-KHATAV-GP-hiwarwadi1103
holichagaon1103,SATARA-KHATAV-GP-holichagaon1103
jaigaon1103,SATARA-KHATAV-GP-jaigaon1103
jakhangaon1103,SATARA-KHATAV-GP-jakhangaon1103
jamb1103,SATARA-KHATAV-GP-jamb1103
kalambi1103,SATARA-KHATAV-GP-kalambi1103
kaledhon1103,SATARA-KHATAV-GP-kaledhon1103
kalewadi1103,SATARA-KHATAV-GP-kalewadi1103
kanasewadi1103,SATARA-KHATAV-GP-kanasewadi1103
kanharwadi1103,SATARA-KHATAV-GP-kanharwadi1103
kankatre1103,SATARA-KHATAV-GP-kankatre1103
karandewadi1103,SATARA-KHATAV-GP-karandewadi1103
katalagewadi1103,SATARA-KHATAV-GP-katalagewadi1103
katarkhatav1103,SATARA-KHATAV-GP-katarkhatav1103
katewadi1103,SATARA-KHATAV-GP-katewadi1103
katgun1103,SATARA-KHATAV-GP-katgun1103
khabalwadi1103,SATARA-KHATAV-GP-khabalwadi1103
kharshinge1103,SATARA-KHATAV-GP-kharshinge1103
khatav1103,SATARA-KHATAV-GP-khatav1103
khatgun1103,SATARA-KHATAV-GP-khatgun1103
khatval1103,SATARA-KHATAV-GP-khatval1103
kokarale1103,SATARA-KHATAV-GP-kokarale1103
kumathe1103,SATARA-KHATAV-GP-kumathe1103
ladegaon1103,SATARA-KHATAV-GP-ladegaon1103
lalgun1103,SATARA-KHATAV-GP-lalgun1103
landewadi1103,SATARA-KHATAV-GP-landewadi1103
loni1103,SATARA-KHATAV-GP-loni1103
lumanekhol1103,SATARA-KHATAV-GP-lumanekhol1103
mandave1103,SATARA-KHATAV-GP-mandave1103
manewadi1103,SATARA-KHATAV-GP-manewadi1103
manjarwadi1103,SATARA-KHATAV-GP-manjarwadi1103
maradwak1103,SATARA-KHATAV-GP-maradwak1103
mayani1103,SATARA-KHATAV-GP-mayani1103
mhasurne1103,SATARA-KHATAV-GP-mhasurne1103
mol1103,SATARA-KHATAV-GP-mol1103
morale1103,SATARA-KHATAV-GP-morale1103
mulikwadi1103,SATARA-KHATAV-GP-mulikwadi1103
musandwadi1103,SATARA-KHATAV-GP-musandwadi1103
nadhaval1103,SATARA-KHATAV-GP-nadhaval1103
nagnathawadi1103,SATARA-KHATAV-GP-nagnathawadi1103
naikachiwadi1103,SATARA-KHATAV-GP-naikachiwadi1103
nandoshi1103,SATARA-KHATAV-GP-nandoshi1103
navalewadi1103,SATARA-KHATAV-GP-navalewadi1103
ner1103,SATARA-KHATAV-GP-ner1103
nidhal1103,SATARA-KHATAV-GP-nidhal1103
nimsod1103,SATARA-KHATAV-GP-nimsod1103
pachwad1103,SATARA-KHATAV-GP-pachwad1103
padal1103,SATARA-KHATAV-GP-padal1103
palasgaon1103,SATARA-KHATAV-GP-palasgaon1103
palashi1103,SATARA-KHATAV-GP-palashi1103
pandharwadi1103,SATARA-KHATAV-GP-pandharwadi1103
pangarkhel1103,SATARA-KHATAV-GP-pangarkhel1103
pargaon1103,SATARA-KHATAV-GP-pargaon1103
pawarwadi1103,SATARA-KHATAV-GP-pawarwadi1103
pedgaon1103,SATARA-KHATAV-GP-pedgaon1103
phadatarwadi1103,SATARA-KHATAV-GP-phadatarwadi1103
phadtarwadi.budh1103,SATARA-KHATAV-GP-phadtarwadi.budh1103
pimpari1103,SATARA-KHATAV-GP-pimpari1103
punawadi1103,SATARA-KHATAV-GP-punawadi1103
pusegaon1103,SATARA-KHATAV-GP-pusegaon1103
pusesavali1103,SATARA-KHATAV-GP-pusesavali1103
rahatani1103,SATARA-KHATAV-GP-rahatani1103
rajache.kurle1103,SATARA-KHATAV-GP-rajache.kurle1103
rajapur1103,SATARA-KHATAV-GP-rajapur1103
ransingwadi1103,SATARA-KHATAV-GP-ransingwadi1103
revalkarwadi1103,SATARA-KHATAV-GP-revalkarwadi1103
rewali1103,SATARA-KHATAV-GP-rewali1103
satewadi1103,SATARA-KHATAV-GP-satewadi1103
shenavadi1103,SATARA-KHATAV-GP-shenavadi1103
shindewadi1103,SATARA-KHATAV-GP-shindewadi1103
shirswadi1103,SATARA-KHATAV-GP-shirswadi1103
sidheshwar1103,SATARA-KHATAV-GP-sidheshwar1103
suryachiwadi1103,SATARA-KHATAV-GP-suryachiwadi1103
tadavale1103,SATARA-KHATAV-GP-tadavale1103
taraswadi1103,SATARA-KHATAV-GP-taraswadi1103
trimali1103,SATARA-KHATAV-GP-trimali1103
umbarde1103,SATARA-KHATAV-GP-umbarde1103
umbarmale1103,SATARA-KHATAV-GP-umbarmale1103
unchithane1103,SATARA-KHATAV-GP-unchithane1103
vadgaon.j.s.1103,SATARA-KHATAV-GP-vadgaon.j.s.1103
vadi1103,SATARA-KHATAV-GP-vadi1103
vaduj1103,SATARA-KHATAV-GP-vaduj1103
vardhangad1103,SATARA-KHATAV-GP-vardhangad1103
varud1103,SATARA-KHATAV-GP-varud1103
vetane1103,SATARA-KHATAV-GP-vetane1103
vikhale1103,SATARA-KHATAV-GP-vikhale1103
visapur1103,SATARA-KHATAV-GP-visapur1103
wakalwadi1103,SATARA-KHATAV-GP-wakalwadi1103
wakeshwar1103,SATARA-KHATAV-GP-wakeshwar1103
wanzoli1103,SATARA-KHATAV-GP-wanzoli1103
yeliv1103,SATARA-KHATAV-GP-yeliv1103
yelmarwadi1103,SATARA-KHATAV-GP-yelmarwadi1103
yeralwadi1103,SATARA-KHATAV-GP-yeralwadi1103
ambawade.s.koregaon1104,SATARA-KOREGAON-GP-ambawade.s.koregaon1104
ambawade.s.wagholi1104,SATARA-KOREGAON-GP-ambawade.s.wagholi1104
ambheri1104,SATARA-KOREGAON-GP-ambheri1104
anbhulewadi1104,SATARA-KOREGAON-GP-anbhulewadi1104
anpatwadi1104,SATARA-KOREGAON-GP-anpatwadi1104
apshinge1104,SATARA-KOREGAON-GP-apshinge1104
arabwadi1104,SATARA-KOREGAON-GP-arabwadi1104
arvi1104,SATARA-KOREGAON-GP-arvi1104
asangaon1104,SATARA-KOREGAON-GP-asangaon1104
asare1104,SATARA-KOREGAON-GP-asare1104
asgaon1104,SATARA-KOREGAON-GP-asgaon1104
azadpur1104,SATARA-KOREGAON-GP-azadpur1104
banawadi1104,SATARA-KOREGAON-GP-banawadi1104
bargewadi1104,SATARA-KOREGAON-GP-bargewadi1104
belewadi1104,SATARA-KOREGAON-GP-belewadi1104
bhadale1104,SATARA-KOREGAON-GP-bhadale1104
bhakarwadi1104,SATARA-KOREGAON-GP-bhakarwadi1104
bhaktvadi1104,SATARA-KOREGAON-GP-bhaktvadi1104
bhandarmachi1104,SATARA-KOREGAON-GP-bhandarmachi1104
bhatamwadi1104,SATARA-KOREGAON-GP-bhatamwadi1104
bhavenagar1104,SATARA-KOREGAON-GP-bhavenagar1104
bhimnagar1104,SATARA-KOREGAON-GP-bhimnagar1104
bhivadi1104,SATARA-KOREGAON-GP-bhivadi1104
bhose1104,SATARA-KOREGAON-GP-bhose1104
bichukale1104,SATARA-KOREGAON-GP-bichukale1104
bobadewadi.nv1104,SATARA-KOREGAON-GP-bobadewadi.nv1104
bodhewadi.chimangaon1104,SATARA-KOREGAON-GP-bodhewadi.chimangaon1104
bodhewadi.bhadale1104,SATARA-KOREGAON-GP-bodhewadi.bhadale1104
borgaon1104,SATARA-KOREGAON-GP-borgaon1104
borjaiwadi1104,SATARA-KOREGAON-GP-borjaiwadi1104
chanchali1104,SATARA-KOREGAON-GP-chanchali1104
chandvadi1104,SATARA-KOREGAON-GP-chandvadi1104
chawaneshwar1104,SATARA-KOREGAON-GP-chawaneshwar1104
chilewadi1104,SATARA-KOREGAON-GP-chilewadi1104
chimangaon1104,SATARA-KOREGAON-GP-chimangaon1104
choragewadi1104,SATARA-KOREGAON-GP-choragewadi1104
choudharwadi1104,SATARA-KOREGAON-GP-choudharwadi1104
dahigaon1104,SATARA-KOREGAON-GP-dahigaon1104
dare1104,SATARA-KOREGAON-GP-dare1104
deur1104,SATARA-KOREGAON-GP-deur1104
dhamner1104,SATARA-KOREGAON-GP-dhamner1104
dhumalwadi1104,SATARA-KOREGAON-GP-dhumalwadi1104
dudhanwadi1104,SATARA-KOREGAON-GP-dudhanwadi1104
dudhi1104,SATARA-KOREGAON-GP-dudhi1104
durgalwadi1104,SATARA-KOREGAON-GP-durgalwadi1104
ekambe1104,SATARA-KOREGAON-GP-ekambe1104
eksal1104,SATARA-KOREGAON-GP-eksal1104
ghadagewadi1104,SATARA-KOREGAON-GP-ghadagewadi1104
ghigewadi1104,SATARA-KOREGAON-GP-ghigewadi1104
godasewadi1104,SATARA-KOREGAON-GP-godasewadi1104
gogavalewadi1104,SATARA-KOREGAON-GP-gogavalewadi1104
golewadi1104,SATARA-KOREGAON-GP-golewadi1104
gujarwadi1104,SATARA-KOREGAON-GP-gujarwadi1104
gujarwadi1104,SATARA-KOREGAON-GP-gujarwadi1104
hasewadi1104,SATARA-KOREGAON-GP-hasewadi1104
hivare1104,SATARA-KOREGAON-GP-hivare1104
holewadi1104,SATARA-KOREGAON-GP-holewadi1104
jadhavwadi1104,SATARA-KOREGAON-GP-jadhavwadi1104
jagtapwasti1104,SATARA-KOREGAON-GP-jagtapwasti1104
jaigaon1104,SATARA-KOREGAON-GP-jaigaon1104
jalgaon1104,SATARA-KOREGAON-GP-jalgaon1104
jamb.b1104,SATARA-KOREGAON-GP-jamb.b1104
